"name","u_company","manager","u_group_category","description","vendors","u_location","u_location.company","sys_id"
"Approval: MI MT IT Platform & Reservations","","David Perroots","Approval","Approval: MI MT IT Platform & Reservations Company Code: MDTPLTFRES","","","","96cb905cc34866d01936f72f05013144"
"Approval: MI MT IT PMS Cloud Infrastructure","","David Perroots","Approval","Approval: MI MT IT PMS Cloud Infrastructure Company Code: PMSCLOINF","","","","962c58d0c38866d01936f72f050131f0"
"Approval: MI MT IT Reservations","","David Perroots","Approval","Approval: MI MT IT Reservations Company Code: MDTRRESERV","","","","2b0cd050c38866d01936f72f050131a4"
"Approval: MI Network Security","Accenture","David Perroots","Approval","Approval: MI Network Security Company Code: GISNTWSZEC","","","","142cdc90c38866d01936f72f05013185"
"Approval: MI NMA Run","","David Perroots","Approval","Approval: MI NMA Run Company Code: MDTRENMA","","","","e2cbd05cc34866d01936f72f050131b5"
"Approval: MI OFB CI","Accenture","David Perroots","Approval","Approval: MI OFB CI Company Code: AHSAOOFBCI","","","","8d2c90d0c38866d01936f72f0501315d"
"Approval: MI One Yield Roadmap","Accenture","David Perroots","Approval","Approval: MI One Yield Roadmap Company Code: AHSOYRMAP","","","","f1cb505cc34866d01936f72f05013137"
"Approval: MI Orion","Accenture","David Perroots","Approval","Approval: MI Orion Company Code: AHSPROORI","","","","37fbd010c38866d01936f72f050131c0"
"Approval: MI Oryx MEA Phase III","Accenture","David Perroots","Approval","Approval: MI Oryx MEA Phase III Company Code: AHSORYXMEA","","","","8e0cd810c38866d01936f72f050131c6"
"Approval: MI Payments Support","Accenture","David Perroots","Approval","Approval: MI Payments Support Company Code: ACCPAYSUP","","","","371c1c90c38866d01936f72f050131ec"
"Approval: MI Payroll","Accenture","David Perroots","Approval","Approval: MI Payroll Company Code: AHSPAYROLL","","","","9aab18d8c34866d01936f72f050131eb"
"Approval: MI Payroll LMS LMS","Accenture","David Perroots","Approval","Approval: MI Payroll LMS LMS Company Code: AHSPRLLMS","","","","3ccb981cc34866d01936f72f050131a9"
"Approval: MI Payroll LMS Payroll","Accenture","David Perroots","Approval","Approval: MI Payroll LMS Payroll Company Code: AHSPRLPAY","","","","a4cb981cc34866d01936f72f0501317b"
"Approval: MI Pcard","Accenture","David Perroots","Approval","Approval: MI Pcard Company Code: AHSAPPCARD","","","","b0bbd01cc34866d01936f72f05013149"
"Approval: MI Pearl","Accenture","David Perroots","Approval","Approval: MI Pearl Company Code: AHSPEARL","","","","d10cd410c38866d01936f72f050131cc"
"Approval: MI Pearl Change Management","Accenture","David Perroots","Approval","Approval: MI Pearl Change Management Company Code: AHSPROPCM","","","","c80c1410c38866d01936f72f05013110"
"Approval: MI Power BI - Contract Engine","Accenture","David Perroots","Approval","Approval: MI Power BI - Contract Engine Company Code: AHSPOWEB","","","","7c3c1414c38866d01936f72f050131c1"
"Approval: MI Project Bridges","Accenture","David Perroots","Approval","Approval: MI Project Bridges Company Code: ACCPROBRI","","","","a03c1414c38866d01936f72f0501314c"
"Approval: MI Project EclipseII","Accenture","David Perroots","Approval","Approval: MI Project EclipseII Company Code: AHSPRJECLP","","","","19cb9c1cc34866d01936f72f050131c2"
"Approval: MI Project FIAT","Accenture","David Perroots","Approval","Approval: MI Project FIAT Company Code: AHSPROFIAT","","","","410cd410c38866d01936f72f0501316c"
"Approval: MI ProjTetris-AP","Accenture","David Perroots","Approval","Approval: MI ProjTetris-AP Company Code: AHSPROTAP","","","","72dbd85cc34866d01936f72f050131a4"
"Approval: MI ProjTetris-Atlas","Accenture","David Perroots","Approval","Approval: MI ProjTetris-Atlas Company Code: AHSPROTATL","","","","dadb985cc34866d01936f72f050131e0"
"Approval: MI ProjTetris-BAR/OFB","Accenture","David Perroots","Approval","Approval: MI ProjTetris-BAR/OFB Company Code: AHSPROTBAR","","","","3adbd85cc34866d01936f72f050131d2"
"Approval: MI ProjTetris-Budg&Frcst","Accenture","David Perroots","Approval","Approval: MI ProjTetris-Budg&Frcst Company Code: AHSPROTBDG","","","","0fdbd85cc34866d01936f72f050131f4"
"Approval: MI ProjTetris-change Management","Accenture","David Perroots","Approval","Approval: MI ProjTetris-change Management Company Code: AHSPROTECM","","","","82db985cc34866d01936f72f05013155"
"Approval: MI ProjTetris-contract compliance","Accenture","David Perroots","Approval","Approval: MI ProjTetris-contract compliance Company Code: AHSPROTCC","","","","1adb985cc34866d01936f72f050131f6"
"Approval: MI ProjTetris-eFolio","Accenture","David Perroots","Approval","Approval: MI ProjTetris-eFolio Company Code: AHSPROTEFL","","","","83dbd85cc34866d01936f72f050131fe"
"Approval: MI ProjTetris-EPM","Accenture","David Perroots","Approval","Approval: MI ProjTetris-EPM Company Code: AHSPROTEPM","","","","c7db1c5cc34866d01936f72f05013145"
"Approval: MI ProjTetris-essbase","Accenture","David Perroots","Approval","Approval: MI ProjTetris-essbase Company Code: AHSPROTESS","","","","2adbd85cc34866d01936f72f05013118"
"Approval: MI ProjTetris-HFM","Accenture","David Perroots","Approval","Approval: MI ProjTetris-HFM Company Code: AHSPROTHFM","","","","eedbd85cc34866d01936f72f05013146"
"Approval: MI ProjTetris-Marrpay","Accenture","David Perroots","Approval","Approval: MI ProjTetris-Marrpay Company Code: AHSPROTMPY","","","","66dbd85cc34866d01936f72f05013150"
"Approval: MI ProjTetris-PC/AM","Accenture","David Perroots","Approval","Approval: MI ProjTetris-PC/AM Company Code: AHSPROTPC","","","","93db1c5cc34866d01936f72f05013174"
"Approval: MI Property Problem Management","Accenture","David Perroots","Approval","Approval: MI Property Problem Management Company Code: ACCPPMGT","","","","032c5cd0c38866d01936f72f050131b2"
"Approval: MI Revenue Services","Accenture","David Perroots","Approval","Approval: MI Revenue Services Company Code: AHSRVSRVCS","","","","a7ab101cc34866d01936f72f05013129"
"Approval: MI Sales & Property Tax","Accenture","David Perroots","Approval","Approval: MI Sales & Property Tax Company Code: AHSSLPRPTX","","","","3bab101cc34866d01936f72f05013132"
"Approval: MI Service Desk Telecom Technology Support","Accenture","David Perroots","Approval","Approval: MI Service Desk Telecom Technology Support Company Code: ACCSDTELE","","","","322c1cd0c38866d01936f72f0501312e"
"Approval: MI SMB GTM Services","Accenture","David Perroots","Approval","Approval: MI SMB GTM Services Company Code: ACCSMBGTMS","","","","5f2cdcd0c38866d01936f72f05013189"
"Approval: MI SS/ES Accts Rec","Accenture","David Perroots","Approval","Approval: MI SS/ES Accts Rec Company Code: AHSSSACTRV","","","","61ab94d8c34866d01936f72f0501317c"
"Approval: MI SS/ES Ops Acctg","Accenture","David Perroots","Approval","Approval: MI SS/ES Ops Acctg Company Code: AHSSSOPACT","","","","15ab54d8c34866d01936f72f050131d4"
"Approval: MI SS/ES Reporting","Accenture","David Perroots","Approval","Approval: MI SS/ES Reporting Company Code: AHSSSRPRTG","","","","a1ab94d8c34866d01936f72f05013138"
"Approval: MI SW Snow Support","Accenture","David Perroots","Approval","Approval: MI SW Snow Support Company Code: ACCSDITSM","","","","46eb949cc34866d01936f72f0501314d"
"Approval: MI SWEUC Resources","Accenture","David Perroots","Approval","Approval: MI SWEUC Resources Company Code: ACCSWEUCR","","","","39eb549cc34866d01936f72f05013190"
"Approval: MI SWMW","Accenture","David Perroots","Approval","Approval: MI SWMW Company Code: ACCSWMIDW","","","","c6eb949cc34866d01936f72f05013156"
"Approval: MI SWSEC","Accenture","David Perroots","Approval","Approval: MI SWSEC Company Code: ACCSWSEC","","","","46eb949cc34866d01936f72f05013191"
"Approval: MI TCS IT Brand Marketing and GOS Build","TCS","David Perroots","Approval","Approval: MI TCS IT Brand Marketing and GOS Build Company Code: TCSBMG","","","","efcb545cc34866d01936f72f05013171"
"Approval: MI TCS IT Build - Application Production Support","TCS","David Perroots","Approval","Approval: MI TCS IT Build - Application Production Support Company Code: TCSAPPRSUP","","","","bd0c9810c38866d01936f72f05013109"
"Approval: MI TCS IT Build - Consumer & Analytics","TCS","David Perroots","Approval","Approval: MI TCS IT Build - Consumer & Analytics Company Code: TCSCONSAN","","","","be0c9c10c38866d01936f72f05013145"
"Approval: MI TCS IT Build - Corporate Systems","TCS","David Perroots","Approval","Approval: MI TCS IT Build - Corporate Systems Company Code: TCSCORPSYS","","","","f90c9810c38866d01936f72f05013166"
"Approval: MI TCS IT Build - DIGITAL","TCS","David Perroots","Approval","Approval: MI TCS IT Build - DIGITAL Company Code: TCSDIGIT","","","","ae0c9c10c38866d01936f72f0501313c"
"Approval: MI TCS IT Build - Global Operations","TCS","David Perroots","Approval","Approval: MI TCS IT Build - Global Operations Company Code: TCSGLOBOPR","","","","360c1050c38866d01936f72f0501310b"
"Approval: MI TCS IT Build - Reservations","TCS","David Perroots","Approval","Approval: MI TCS IT Build - Reservations Company Code: TCSRESERV","","","","7e0c9c10c38866d01936f72f050131be"
"Approval: MI TCS IT Build Corporate Systems","TCS","David Perroots","Approval","Approval: MI TCS IT Build Corporate Systems Company Code: TCSCORPSYS","","","","f7cb545cc34866d01936f72f050131a9"
"Approval: MI TCS IT Build Data & Personalization","TCS","David Perroots","Approval","Approval: MI TCS IT Build Data & Personalization Company Code: TCSDATAPER","","","","63cb545cc34866d01936f72f0501312e"
"Approval: MI TCS IT Build Direct Channel","TCS","David Perroots","Approval","Approval: MI TCS IT Build Direct Channel Company Code: TCSDIRCHAN","","","","d7cb545cc34866d01936f72f0501310f"
"Approval: MI TCS IT Build Enterprise & Architecture","TCS","David Perroots","Approval","Approval: MI TCS IT Build Enterprise & Architecture Company Code: TCSENTARC","","","","33cb545cc34866d01936f72f0501317b"
"Approval: MI TCS IT Build Marketing and Loyalty","TCS","David Perroots","Approval","Approval: MI TCS IT Build Marketing and Loyalty Company Code: TCSMAL","","","","afdb5c5cc34866d01936f72f050131db"
"Approval: MI TCS IT Build Sales & Revenue Management","TCS","David Perroots","Approval","Approval: MI TCS IT Build Sales & Revenue Management Company Code: TCSSREVMGM","","","","5bcb545cc34866d01936f72f05013118"
"Approval: MI TCS IT Platform & Reservations","TCS","David Perroots","Approval","Approval: MI TCS IT Platform & Reservations Company Code: TCSPLTFRES","","","","6bcb545cc34866d01936f72f05013143"
"Approval: MindTree IT Build - DIGITAL","","David Perroots","Approval","Approval: MindTree IT Build - DIGITAL Company Code: MDTRDIGIT","","","","1b0c9050c38866d01936f72f05013170"
"Approval: MindTree IT Build Application Production Support","","David Perroots","Approval","Approval: MindTree IT Build Application Production Support Company Code: MDTRAPPSUP","","","","ce0c9810c38866d01936f72f050131b7"
"Approval: MindTree IT Build Consumer & Analytics","","David Perroots","Approval","Approval: MindTree IT Build Consumer & Analytics Company Code: MDTRCONSAN","","","","170cd050c38866d01936f72f05013102"
"Approval: MindTree IT Build Corporate Systems","","David Perroots","Approval","Approval: MindTree IT Build Corporate Systems Company Code: MDTRCORPSY","","","","ce0cd810c38866d01936f72f05013187"
"Approval: MindTree IT Digital Operation","","David Perroots","Approval","Approval: MindTree IT Digital Operation Company Code: MDTRDIOPS","","","","c21c5490c38866d01936f72f0501311d"
"Approval: MindTree IT Global Operations","","David Perroots","Approval","Approval: MindTree IT Global Operations Company Code: MDTRGLOBOP","","","","a70cd050c38866d01936f72f050131a9"
"Approval: MindTree IT ICD - Enterprise Systems","","David Perroots","Approval","Approval: MindTree IT ICD - Enterprise Systems Company Code: MDTRENSYS","","","","9b1cd890c38866d01936f72f050131e3"
"Approval: MindTree IT Reservations","","David Perroots","Approval","Approval: MindTree IT Reservations Company Code: MDTRRESERV","","","","e30cd050c38866d01936f72f0501310b"
"Approval: Starwood Application Run","Accenture","David Perroots","Approval","Approval: Starwood Application Run Company Code: SWAPPRUN","","","","8cebdc5cc34866d01936f72f050131e3"
"Approval: Starwood Commercial Office","Accenture","David Perroots","Approval","Approval: Starwood Commercial Office Company Code: SWCOMOFF","","","","04ebdc5cc34866d01936f72f050131ed"
"Approval: Starwood Infrastructure Operations","Accenture","David Perroots","Approval","Approval: Starwood Infrastructure Operations Company Code: SWINFOPS","","","","18eb109cc34866d01936f72f050131a4"
"Approval: Starwood Product Delivery","Accenture","David Perroots","Approval","Approval: Starwood Product Delivery Company Code: SWPRODEL","","","","9ceb509cc34866d01936f72f05013142"
"Approval: Starwood SAP","Accenture","David Perroots","Approval","Approval: Starwood SAP Company Code: SWACNSAP","","","","0deb149cc34866d01936f72f05013125"
"Approval: Starwood Technical Support and Service Desk","Accenture","David Perroots","Approval","Approval: Starwood Technical Support and Service Desk Company Code: SWTECSPSD","","","","68eb509cc34866d01936f72f050131a1"
"Approval: Starwood Testing Services","Accenture","David Perroots","Approval","Approval: Starwood Testing Services Company Code: SWTESSERV","","","","aceb509cc34866d01936f72f05013196"
"Approval: Tata Mobile Key Support","TCS","David Perroots","Approval","Approval: Tata Mobile Key Support Company Code: TATMOKESU","","","","083c9014c38866d01936f72f050131d1"
"Approval: TCS BMSC Analytics","TCS","David Perroots","Approval","Approval: TCS BMSC Analytics Company Code: TCSBMSCANA","","","","35db585cc34866d01936f72f05013184"
"Approval: TCS EID Reg Application Monitoring","TCS","David Perroots","Approval","Approval: TCS EID Reg Application Monitoring Company Code: TCSAPPMON","","","","6bfb9010c38866d01936f72f0501313b"
"Approval: TCS EID Reg CTAC","TCS","David Perroots","Approval","Approval: TCS EID Reg CTAC Company Code: TCSCTAC","","","","d6bb941cc34866d01936f72f050131c2"
"Approval: TCS EID Reg HPP","TCS","David Perroots","Approval","Approval: TCS EID Reg HPP Company Code: TCSHPP","","","","5abbd41cc34866d01936f72f05013122"
"Approval: TCS EID Reg Incident Mgt","TCS","David Perroots","Approval","Approval: TCS EID Reg Incident Mgt Company Code: TCSINCMGT","","","","37fbd010c38866d01936f72f05013108"
"Approval: TCS EID Reg Incident Mgt 2","TCS","David Perroots","Approval","Approval: TCS EID Reg Incident Mgt 2 Company Code: TCSINCMGT2","","","","d7fb5010c38866d01936f72f050131b9"
"Approval: TCS EID Reg Incident Mgt 3","TCS","David Perroots","Approval","Approval: TCS EID Reg Incident Mgt 3 Company Code: TCSINCMGT3","","","","1bfb9010c38866d01936f72f05013132"
"Approval: TCS EID Reg MarRFP","TCS","David Perroots","Approval","Approval: TCS EID Reg MarRFP Company Code: TCSMARRFP","","","","a6bbd41cc34866d01936f72f0501315d"
"Approval: TCS EID Reg MMRS","TCS","David Perroots","Approval","Approval: TCS EID Reg MMRS Company Code: TCSMMRS","","","","c2bb541cc34866d01936f72f050131e0"
"Approval: TCS EID Reg MRDW","TCS","David Perroots","Approval","Approval: TCS EID Reg MRDW Company Code: TCSMRDW","","","","fabbd41cc34866d01936f72f050131b3"
"Approval: TCS EID Reg OMNI","TCS","David Perroots","Approval","Approval: TCS EID Reg OMNI Company Code: TCSOMNI","","","","96bb941cc34866d01936f72f050131b9"
"Approval: TCS EID Reg One Yield","TCS","David Perroots","Approval","Approval: TCS EID Reg One Yield Company Code: TCS1YIELD","","","","e2bbd41cc34866d01936f72f05013173"
"Approval: TCS EID Reg Onsite Digital","TCS","David Perroots","Approval","Approval: TCS EID Reg Onsite Digital Company Code: TCSLOD","","","","8a2c18d0c38866d01936f72f0501318d"
"Approval: TCS EID Reg OSCAR","TCS","David Perroots","Approval","Approval: TCS EID Reg OSCAR Company Code: TCSOSCAR","","","","4ebb941cc34866d01936f72f0501314c"
"Approval: TCS EID Reg Problem Mgt","TCS","David Perroots","Approval","Approval: TCS EID Reg Problem Mgt Company Code: TCSPRBMGT","","","","a3fb9010c38866d01936f72f050131a8"
"Approval: TCS EID Reg Reservations","TCS","David Perroots","Approval","Approval: TCS EID Reg Reservations Company Code: TCSRSRV","","","","4abb541cc34866d01936f72f0501314a"
"Approval: TCS EID Reg ResrvBld","TCS","David Perroots","Approval","Approval: TCS EID Reg ResrvBld Company Code: TCSRSBD","","","","3ccb981cc34866d01936f72f050131ae"
"Approval: TCS EID Reg ROM/THROM","TCS","David Perroots","Approval","Approval: TCS EID Reg ROM/THROM Company Code: TCSROMTHRM","","","","babbd41cc34866d01936f72f050131aa"
"Approval: TCS EID Reg Total Yield","TCS","David Perroots","Approval","Approval: TCS EID Reg Total Yield Company Code: TCSTTLYLD","","","","26bbd41cc34866d01936f72f0501317c"
"Approval: TCS EID Reg U Demand","TCS","David Perroots","Approval","Approval: TCS EID Reg U Demand Company Code: TCSUDEMAND","","","","3ebbd41cc34866d01936f72f050131bc"
"Approval: TCS IT Brand Marketing and GOS Build","TCS","David Perroots","Approval","Approval: TCS IT Brand Marketing and GOS Build Company Code: TCSBMG","","","","2bcb545cc34866d01936f72f05013148"
"Approval: TCS IT Build - DIGITAL","TCS","David Perroots","Approval","Approval: TCS IT Build - DIGITAL Company Code: TCSDIGIT","","","","260c5c10c38866d01936f72f050131d5"
"Approval: TCS IT Build Application Production Support","TCS","David Perroots","Approval","Approval: TCS IT Build Application Production Support Company Code: TCSAPPRSUP","","","","2d0c9810c38866d01936f72f05013105"
"Approval: TCS IT Build Consumer & Analytics","TCS","David Perroots","Approval","Approval: TCS IT Build Consumer & Analytics Company Code: TCSCONSAN","","","","6e0c9c10c38866d01936f72f05013141"
"Approval: TCS IT Build Corporate Systems","TCS","David Perroots","Approval","Approval: TCS IT Build Corporate Systems Company Code: TCSCORPSYS","","","","77cb545cc34866d01936f72f050131a5"
"Approval: TCS IT Build Data & Personalization","TCS","David Perroots","Approval","Approval: TCS IT Build Data & Personalization Company Code: TCSDATAPER","","","","efcb545cc34866d01936f72f05013129"
"Approval: TCS IT Build Direct Channel","TCS","David Perroots","Approval","Approval: TCS IT Build Direct Channel Company Code: TCSDIRCHAN","","","","5fcb145cc34866d01936f72f050131a7"
"Approval: TCS IT Build Enterprise & Architecture","TCS","David Perroots","Approval","Approval: TCS IT Build Enterprise & Architecture Company Code: TCSENTARC","","","","bfcb545cc34866d01936f72f05013176"
"Approval: TCS IT Build Marketing and Loyalty","TCS","David Perroots","Approval","Approval: TCS IT Build Marketing and Loyalty Company Code: TCSMAL","","","","6fdb5c5cc34866d01936f72f05013167"
"Approval: TCS IT Build Sales & Revenue Management","TCS","David Perroots","Approval","Approval: TCS IT Build Sales & Revenue Management Company Code: TCSSREVMGM","","","","d7cb545cc34866d01936f72f05013114"
"Approval: TCS IT Global Operations","TCS","David Perroots","Approval","Approval: TCS IT Global Operations Company Code: TCSGLOBOPR","","","","3e0c9c10c38866d01936f72f050131c3"
"Approval: TCS IT Platform & Reservations","TCS","David Perroots","Approval","Approval: TCS IT Platform & Reservations Company Code: TCSPLTFRES","","","","e7cb545cc34866d01936f72f0501313f"
"Approval: TCS IT Reservations","TCS","David Perroots","Approval","Approval: TCS IT Reservations Company Code: TCSRESERV","","","","fa0c9c10c38866d01936f72f050131ba"
"Approval: Xerox EID Reg Cnt/DocMgmt/Collab","","David Perroots","Approval","Approval: Xerox EID Reg Cnt/DocMgmt/Collab Company Code: XRX-CNTDOC","","","","0cab50d8c34866d01936f72f0501311d"
"Approval: Xerox EID Reg Critical Governance","","David Perroots","Approval","Approval: Xerox EID Reg Critical Governance Company Code: XRX-CRTGOV","","","","6b9bdc98c34866d01936f72f050131d2"
"Approval: Xerox EID Reg Database Admin","","David Perroots","Approval","Approval: Xerox EID Reg Database Admin Company Code: XRX-DBA","","","","88ab50d8c34866d01936f72f05013196"
"Approval: Xerox EID Reg Directory Serv","","David Perroots","Approval","Approval: Xerox EID Reg Directory Serv Company Code: XRX-DIRSER","","","","239b10d8c34866d01936f72f0501311a"
"Approval: Xerox EID Reg DTIC","","David Perroots","Approval","Approval: Xerox EID Reg DTIC Company Code: XRX-DTIC","","","","24ab90d8c34866d01936f72f0501317e"
"Approval: Xerox EID Reg End to End Process Management","","David Perroots","Approval","Approval: Xerox EID Reg End to End Process Management Company Code: XRX-E2EPRO","","","","f3db9c5cc34866d01936f72f050131c3"
"Approval: Xerox EID Reg EUC Eng","","David Perroots","Approval","Approval: Xerox EID Reg EUC Eng Company Code: XRX-EUC","","","","bb9b10d8c34866d01936f72f0501316d"
"Approval: Xerox EID Reg Exec Support","","David Perroots","Approval","Approval: Xerox EID Reg Exec Support Company Code: XRX-EXESUP","","","","ecab90d8c34866d01936f72f050131b8"
"Approval: Xerox EID Reg GNOC","","David Perroots","Approval","Approval: Xerox EID Reg GNOC Company Code: XRX-GNOC","","","","b8abd0d8c34866d01936f72f050131b3"
"Approval: Xerox EID Reg ID Provisioning","","David Perroots","Approval","Approval: Xerox EID Reg ID Provisioning Company Code: XRX-IDPROV","","","","bb9b10d8c34866d01936f72f05013176"
"Approval: Xerox EID Reg Linux/Unix","","David Perroots","Approval","Approval: Xerox EID Reg Linux/Unix Company Code: XRX-UNIX","","","","b8ab14d8c34866d01936f72f0501318c"
"Approval: Xerox EID Reg Messaging","","David Perroots","Approval","Approval: Xerox EID Reg Messaging Company Code: XRX-MESSAG","","","","ff9b10d8c34866d01936f72f050131fb"
"Approval: Xerox EID Reg MF Print Ops","","David Perroots","Approval","Approval: Xerox EID Reg MF Print Ops Company Code: XRX-MFPOPS","","","","14ab90d8c34866d01936f72f0501310c"
"Approval: Xerox EID Reg MF ZOS","","David Perroots","Approval","Approval: Xerox EID Reg MF ZOS Company Code: XRX-MFZOS","","","","58ab90d8c34866d01936f72f0501313a"
"Approval: Xerox EID Reg MF ZTPF","","David Perroots","Approval","Approval: Xerox EID Reg MF ZTPF Company Code: XRX-MFZTPF","","","","58ab90d8c34866d01936f72f05013143"
"Approval: Xerox EID Reg MiddleWare/SOA/WebOps","","David Perroots","Approval","Approval: Xerox EID Reg MiddleWare/SOA/WebOps Company Code: XRX-MWARE","","","","08ab50d8c34866d01936f72f0501319f"
"Approval: Xerox EID Reg Network Systems","","David Perroots","Approval","Approval: Xerox EID Reg Network Systems Company Code: XRX-NETSYS","","","","b0ab14d8c34866d01936f72f05013120"
"Approval: Xerox EID Reg Onsite Support","","David Perroots","Approval","Approval: Xerox EID Reg Onsite Support Company Code: XRX-ONSITE","","","","9dab54d8c34866d01936f72f05013113"
"Approval: Xerox EID Reg Reporting","","David Perroots","Approval","Approval: Xerox EID Reg Reporting Company Code: XRX-RPRTG","","","","ab9bdc98c34866d01936f72f0501316d"
"Approval: Xerox EID Reg Storage & Backup","","David Perroots","Approval","Approval: Xerox EID Reg Storage & Backup Company Code: XRX-STOBAC","","","","49ab14d8c34866d01936f72f05013195"
"Approval: Xerox EID Reg Tier 1","","David Perroots","Approval","Approval: Xerox EID Reg Tier 1 Company Code: XRX-TIER1","","","","ecabd0d8c34866d01936f72f05013118"
"Approval: Xerox EID Reg Tier 2","","David Perroots","Approval","Approval: Xerox EID Reg Tier 2 Company Code: XRX-TIER2","","","","acabd0d8c34866d01936f72f05013121"
"Approval: Xerox EID Reg Tools & Automation","","David Perroots","Approval","Approval: Xerox EID Reg Tools & Automation Company Code: XRX-TOOLAU","","","","cdab54d8c34866d01936f72f0501310a"
"Approval: Xerox EID Reg Wintel Platforms","","David Perroots","Approval","Approval: Xerox EID Reg Wintel Platforms Company Code: XRX-WINTEL","","","","05ab14d8c34866d01936f72f050131d0"
"Approval: Xerox IAM Forms Admin","","David Perroots","Approval","Approval: Xerox IAM Forms Admin Company Code: XRX-FRMADM","","","","f8ebd09cc34866d01936f72f0501312a"
"Approval:  Accenture EID Reg Mobile Device Plan TEM","Accenture","David Perroots","Approval","Approval:  Accenture EID Reg Mobile Device Plan TEM Company Code: ACT-EUCTEM","","","","22fb9cdcc34866d01936f72f050131c7"
"APPRV","AHS","Anne Jachimowski","Approval","Provides approval for changes affecting the SAP finance applications or infrastructure","","","","c35754d7dbc83b84b74c3ede7c9619b9"
"AppSupportDesk-Support","Marriott","Daniel Cloutier","Assignment","This group is use to approve OR related requestes","","","","bd1afd3edbbbf640b3375e65ce961907"
"Apptio-APPRV-AMER","Marriott","Joseph Bubser","Approval","Approves infrastructure changes affecting the IT Apptio application","","","","158955fedbabba00b3375e65ce9619ca"
"Apptio-DataLink","Marriott","John Wilkes","Security","Group grants the role Apptio_DataLink_Connector that allows Apptio to consume ServiceNow data for reporting purposes. Custom ACL's allows access to specific tables to generate this data. 

Current ACL's allow READ access to sys_dictionary and sys_db_object tables (and (*) field levels). 4 ACL's total as of 9/26/17. ","","","","f11a27ffdb5d074099f47bedae961962"
"Apptio-Support","Marriott","Joseph Bubser","Assignment","Approves infrastructure changes affecting the IT Apptio application","","","","4fbfe7fa37337600273127d2b3990ec7"
"Area Director","Marriott","Charles Hill","Assignment","GIS Admins","","","","178044fadb09ff84b478502bdc9619a2"
"Aries-Phoenix-Platform-Marriott-Com-Dev","Marriott","Eswara Nadimpalli","Assignment","Aries and Phoenix Web Assignment Group","","","","aa3ac88adb9403c0d82838f0ad961960"
"Aries-Platform-Marriott-Com-APPRV","Marriott","Jagadish Ganapathinedi","Assignment","Aries platform build team is converting M.com legacy  to new Aries platform. It's initially called Ram . ERS,Starwoods integration will be all building upon  Aries platform.","","","","12b6bc4adbd0cbc0b3375e65ce961919"
"AssaAbloy-Support","Marriott","Jessica Rami","Assignment","This is an incident escalations queue. This queue is meant to be utilized for PMS and Mobile Key Incident escalations to the AssaAbloy (Ving) Key vendor. It is managed by the Marriott DGSAS-ESCALATIONS team in partnership with the Ving Key vendor.","","","","ea0b3641db4e6f0cc2847fc88c961922"
"AssaAbloyVostio-BETA-Project-Support","Marriott","Michael Tildon","Assignment","New support group needs to be created for Cloud lock solution from Assa abloy. Please use this name for the new group AssaAbloyVostio-BETA-Project-Support.","","","","43fdc693c37586905076729dc0013147"
"Asset-Management-Regional-IT-Leads-Support","Marriott","Heather Shappee","Security","This group will be used to grant the regional IT Asset Management Leads Access to Admin Assets with limited numbers of folks per region. It gives us better visibility to have a dedicated group than to use existing assignment groups that are purposed for other support functions (and greater control over who gets the role). We will add regional IT leaders that provide centralized (regional) support to the field IT teams sparingly and control this access more formally through the use of this group.","","","","cdd99dfd47f3ad105ddbe6b5536d43cd"
"Asset-Mgmt-HW-Report-APAC","Marriott","Egbert Veldman","","Distribution group for Hardware Asset Reports, such as the Hardware Asset Lifecycle reports.","","","","6af5d1e58758a5909e75fc48cebb3564"
"Asset-Mgmt-HW-Report-CALA","Marriott","Federico Hauer","","Distribution group for Hardware Asset Reports, such as the Hardware Asset Lifecycle reports.","","","","1bd25d258758a5909e75fc48cebb3584"
"Asset-Mgmt-HW-Report-Corp","Marriott","Ian Jessop","","Distribution group for Hardware Asset Reports, such as the Hardware Asset Lifecycle reports.","","","","f8a699e58758a5909e75fc48cebb35b4"
"Asset-Mgmt-HW-Report-EMEA","Marriott","Ioanna Stylianidi","","Distribution group for Hardware Asset Reports, such as the Hardware Asset Lifecycle reports.","","","","bb66dda58758a5909e75fc48cebb3533"
"Asset-Mgmt-HW-Report-USCAN","Marriott","Jon Otero","","Distribution group for Hardware Asset Reports, such as the Hardware Asset Lifecycle reports.","","","","4a475de58758a5909e75fc48cebb35fe"
"Asset-Mgmt-HW-Support-APAC","Marriott","Boon Seng Khor","","Asset Manager - APAC","","","","587b42d9db7fa410fb480e85ca9619fd"
"Asset-Mgmt-HW-Support-CALA","Marriott","Arnaldo Impelizieri","","Asset Manager - CALA","","","","6a1dcadddb7fa410fb480e85ca9619bb"
"Asset-Mgmt-HW-Support-Corporate-Global Technology Procurement","Marriott","James Hock","Assignment","Asset Manager - Corporate-Global Technology Procurement","","","","f6ddcadddb7fa410fb480e85ca9619d3"
"Asset-Mgmt-HW-Support-EMEA","Marriott","Nick Whiteside","","Asset Manager - EMEA","","","","a04d4e1ddb7fa410fb480e85ca961992"
"Asset-Mgmt-HW-Support-US/Canada/Central Services","Marriott","Herbert Vogel","","Asset Manager - US/Canada/Central Services","","","","623bc259db7fa410fb480e85ca9619b8"
